login_hour,new_device,new_location,failed_logins,files_downloaded,commands_executed,session_duration,weekend_login,risk
7,1,0,6,1659,46,97,0,High
13,1,0,8,3446,58,137,0,High
4,0,0,6,257,19,110,0,Low
15,0,1,2,857,12,81,1,Low
18,1,0,1,1640,52,191,0,High
9,1,1,3,1911,1,79,0,High
12,0,1,5,2171,48,196,1,High
18,1,1,3,4457,41,113,0,High
7,1,0,6,745,40,158,0,Medium
5,0,1,7,1975,36,223,1,High
12,1,1,5,140,60,270,0,High
22,0,1,6,1961,11,143,0,Medium
6,0,0,4,3586,50,9,0,Medium
0,0,0,6,102,38,173,1,Medium
12,1,0,0,4880,25,172,0,Medium
2,1,1,2,1022,54,231,0,High
5,1,0,6,489,34,283,0,Medium
16,1,1,1,801,4,271,0,Medium
18,0,1,4,4830,49,206,1,High
20,1,1,3,317,12,134,1,Medium
15,1,0,8,4901,19,83,1,High
9,1,1,3,910,15,118,0,Medium
1,1,0,0,1275,45,136,1,High
3,0,1,5,4093,38,298,0,High
6,1,1,7,2528,38,244,1,High
14,0,0,1,1491,18,286,0,Medium
18,1,0,5,1474,5,74,1,High
1,1,1,8,3869,56,190,0,High
19,0,0,4,593,24,121,0,Low
16,0,1,6,2321,15,38,1,High
10,0,1,7,1181,38,91,0,High
13,1,1,5,4556,16,257,1,High
23,0,1,7,568,54,206,1,High
18,0,1,1,199,32,273,0,Medium
15,1,1,0,99,4,34,1,Medium
10,0,0,4,1957,24,109,1,Medium
23,1,1,4,3961,2,133,0,High
21,0,1,7,2420,30,112,1,High
1,1,1,7,67,0,41,1,High
14,0,1,2,573,36,177,1,Medium
3,0,1,3,1222,59,81,0,High
16,0,0,5,4163,33,90,1,High
20,1,0,4,2320,40,81,1,High
23,0,1,0,4990,1,102,0,Medium
15,1,1,1,1205,33,222,0,High
20,1,1,8,2427,40,266,1,High
14,0,1,1,352,57,13,1,Medium
0,1,1,5,3244,59,295,0,High
17,0,0,7,107,25,219,1,Medium
21,0,0,8,4447,16,297,1,Medium
6,1,0,0,2,5,78,0,Low
2,1,0,2,4439,44,218,0,High
18,0,0,7,48,29,177,0,Low
2,1,1,3,3197,3,220,1,High
21,1,0,7,1942,33,100,1,High
4,1,1,0,3208,30,243,0,High
23,0,1,8,259,60,236,0,Medium
18,0,1,0,3718,50,92,0,Medium
5,1,1,3,1058,46,32,0,High
20,0,1,5,4776,30,82,0,Medium
16,1,0,1,3962,50,234,1,High
7,0,0,6,1424,12,65,0,Medium
13,0,0,5,987,1,109,0,Low
23,1,0,8,1308,16,121,1,High
4,1,1,6,2081,47,59,0,High
5,1,1,3,2439,27,106,1,High
4,0,1,5,3023,33,104,0,High
5,1,1,0,1876,31,281,0,High
13,0,0,6,4305,9,75,1,Medium
7,0,0,2,4059,18,82,1,Medium
11,1,0,6,2261,25,126,0,Medium
9,1,1,4,80,20,42,0,Medium
8,0,1,1,2756,60,298,1,High
19,0,1,4,4587,35,100,1,High
9,0,1,2,4531,37,160,1,High
2,1,1,6,3427,57,41,0,High
6,0,0,2,4482,43,286,0,Medium
14,1,1,2,4269,4,267,1,High
23,0,1,3,232,20,114,1,Medium
14,1,1,2,4642,15,177,0,Medium
20,0,1,7,2402,57,290,0,High
7,1,0,3,1201,57,175,0,High
0,0,1,1,1627,54,6,1,High
17,0,1,0,3263,13,266,1,Medium
18,0,0,6,3173,9,34,0,Medium
10,1,1,6,9,44,207,1,High
20,0,1,3,2081,12,218,1,High
1,1,1,5,3669,20,85,0,High
14,1,0,0,3524,37,207,1,High
7,0,0,8,1154,43,60,1,High
5,0,1,1,4523,17,278,1,Medium
5,1,0,4,3012,22,30,0,Medium
16,1,0,1,1983,60,189,1,High
19,0,0,1,3212,29,13,1,Medium
6,0,0,8,4812,20,118,0,Medium
9,0,1,5,1480,25,250,1,High
8,1,0,3,2194,17,67,0,Medium
19,1,1,6,4523,51,211,0,High
0,0,0,4,3791,32,25,1,High
5,0,1,3,796,29,227,0,Medium
19,0,1,0,370,3,159,0,Low
1,1,0,2,3249,43,158,0,High
7,1,1,8,2573,17,208,0,High
17,0,1,0,2131,10,33,0,Medium
3,0,0,3,3071,32,198,0,High
5,0,1,6,3365,10,186,0,High
13,0,0,8,2531,7,151,0,Medium
11,0,0,8,2798,56,120,0,Medium
17,0,0,3,3693,18,139,0,Medium
20,1,0,5,2266,15,207,1,High
5,1,0,8,2853,24,48,0,Medium
9,1,0,3,4433,46,10,1,High
23,0,0,8,162,4,77,0,Low
21,1,1,3,4580,23,117,0,High
7,0,1,3,317,1,50,0,Medium
19,1,0,1,873,48,179,1,Medium
4,0,0,5,4806,60,96,1,High
6,1,1,0,3969,28,234,1,High
22,1,0,1,3606,25,184,1,Medium
13,0,1,3,1393,13,170,0,Medium
19,1,1,1,4060,58,78,0,High
19,0,0,2,1661,2,160,1,Medium
13,0,0,2,3114,44,12,1,Medium
15,0,1,3,370,36,177,1,Medium
8,1,1,0,2638,21,180,1,High
10,0,0,5,4363,23,177,0,Medium
15,0,1,6,4361,34,60,1,High
6,0,1,2,486,41,254,0,Medium
13,1,0,5,1605,42,261,1,High
18,1,1,2,453,15,122,0,Medium
0,1,1,7,3841,32,98,1,High
3,1,0,7,2829,28,171,1,High
9,0,0,6,3387,5,103,1,Medium
23,0,0,5,926,18,204,1,Medium
19,0,0,0,169,51,47,0,Low
20,1,1,0,2616,25,153,1,High
11,1,1,3,4601,28,149,1,High
9,1,0,1,1190,16,29,1,Medium
7,1,0,0,391,40,247,0,Medium
0,0,1,5,2359,30,257,1,High
1,0,1,7,2581,52,262,0,High
19,1,1,7,443,22,91,1,Medium
11,0,1,6,3420,26,37,1,High
14,0,0,4,3962,40,154,1,High
23,1,0,1,3118,55,201,0,High
18,0,0,0,3655,32,29,0,Medium
12,0,1,7,1645,10,160,0,Medium
5,1,1,4,4058,29,8,0,High
17,0,1,5,1949,47,164,1,High
22,1,0,8,2624,4,144,1,High
3,1,0,7,4456,11,90,0,High
15,0,1,0,3121,16,97,0,Medium
10,1,1,7,1848,23,77,0,High
15,1,1,2,3722,11,230,0,High
20,1,1,0,3353,12,128,0,Medium
16,1,1,6,4174,33,15,1,High
17,0,0,0,4204,58,274,1,Medium
18,1,1,4,4657,60,87,1,High
18,1,1,1,4949,37,262,0,High
1,0,1,4,778,48,44,0,Medium
11,1,1,3,2824,52,84,0,High
19,1,1,7,4341,29,256,0,High
23,0,0,8,2707,41,187,0,High
22,0,0,2,3688,51,154,1,Medium
18,0,0,4,28,27,259,1,Medium
5,0,0,4,3245,21,189,1,Medium
11,1,0,0,2444,55,180,1,High
9,0,1,1,3929,19,217,1,Medium
21,0,0,3,4177,33,194,0,High
12,1,0,0,4003,4,210,1,Medium
15,1,0,1,1564,17,70,0,Medium
3,1,1,6,2679,12,170,1,High
12,1,0,6,471,14,63,1,Medium
17,0,1,6,3435,50,269,0,High
11,1,0,0,3508,53,45,1,High
1,0,1,8,4642,6,231,1,High
4,1,0,3,1032,21,165,1,High
19,0,0,8,2096,5,185,1,Medium
9,1,0,7,2488,8,135,1,High
15,1,1,8,2526,25,61,1,High
5,0,1,5,1536,9,207,1,High
12,0,1,6,2805,48,268,0,High
23,0,1,4,354,8,295,1,Medium
23,0,0,2,4361,49,84,0,Medium
19,1,1,6,4349,53,7,0,High
22,1,1,5,2599,41,224,1,High
10,1,0,1,3420,13,235,1,Medium
22,1,0,2,3607,14,289,1,Medium
6,1,0,6,4392,37,14,1,High
4,0,0,1,4895,51,40,0,Medium
21,0,1,7,3120,12,137,0,Medium
2,0,0,7,3306,60,130,1,High
14,1,0,1,329,2,120,1,Low
21,0,0,6,3480,48,122,1,High
17,0,0,7,4500,29,96,1,Medium
12,0,1,1,1008,11,176,1,Medium
6,1,1,6,729,55,246,1,High
13,1,1,0,3783,56,82,1,High
17,1,0,3,1476,13,105,1,High
1,0,1,4,1705,59,266,1,High
21,1,0,3,1209,2,16,1,High
18,0,1,0,1342,11,159,0,Medium
14,0,0,4,509,15,285,0,Low
9,1,1,2,350,38,21,1,Medium
14,1,1,7,4758,16,250,1,High
19,0,0,8,4450,12,214,1,Medium
13,0,0,4,1900,49,289,1,High
1,0,1,3,674,6,241,0,Medium
8,0,1,7,1303,6,196,0,High
13,0,0,1,1705,25,182,1,Medium
5,0,1,5,286,2,184,0,Medium
21,1,1,8,2568,59,253,1,High
5,1,0,1,3568,21,9,1,Medium
18,1,0,7,2944,25,188,1,High
23,1,0,2,1190,49,288,0,High
22,0,0,1,2493,3,172,1,Medium
9,0,0,8,3028,18,233,1,Medium
21,0,0,1,1064,33,155,0,Medium
9,1,1,0,470,46,117,0,Medium
8,0,0,5,4899,44,244,1,High
7,1,1,2,1039,22,126,1,High
5,0,0,2,2353,14,111,1,Medium
14,1,0,5,163,28,77,1,Medium
17,0,0,6,3788,16,298,0,Medium
1,0,1,6,4076,46,183,1,High
0,0,0,1,2807,4,255,1,Medium
13,0,0,3,3894,15,274,0,Medium
22,0,0,1,2585,11,229,1,Medium
15,1,1,3,341,8,204,0,Medium
3,0,0,2,4977,49,108,0,Medium
3,1,0,6,2170,13,68,1,High
9,0,0,7,348,13,264,0,Low
17,0,0,0,1089,3,131,0,Low
9,0,0,4,4150,18,75,1,Medium
16,1,1,0,2421,56,188,0,High
13,0,1,6,4409,28,98,0,Medium
13,1,1,1,3912,1,162,0,Medium
16,1,0,2,18,36,100,0,Medium
19,1,0,0,1447,33,115,1,High
9,0,1,0,2669,4,25,1,Medium
12,0,0,8,865,46,189,1,Medium
2,1,1,5,1797,33,6,0,High
10,0,1,6,1237,60,244,0,High
21,0,1,8,558,36,262,1,High
7,1,0,6,4193,24,279,1,High
0,1,0,6,3144,57,289,1,High
10,0,1,4,1632,29,273,0,High
23,0,0,1,1956,59,49,0,Medium
21,0,0,3,3653,42,171,1,High
21,0,1,0,4775,27,296,0,Medium
7,1,0,1,1929,19,142,1,Medium
21,0,0,0,3056,5,19,0,Low
18,0,1,3,213,26,125,1,Medium
2,0,1,1,4681,20,175,1,Medium
13,0,1,8,3837,16,109,0,Medium
2,0,1,8,4854,53,182,0,High
4,1,1,1,3203,16,85,0,High
23,1,1,8,4453,29,54,1,High
0,0,0,1,2898,37,246,0,Medium
17,0,1,4,577,8,120,0,Medium
14,0,1,1,722,47,103,1,Medium
21,1,1,1,2170,57,286,1,High
0,0,1,2,161,4,99,1,Medium
21,1,1,4,2932,44,138,1,High
0,0,1,6,4972,54,138,1,High
5,0,1,4,650,23,206,1,Medium
13,1,0,1,3317,50,128,1,High
14,1,0,1,2437,9,103,0,Medium
11,1,1,0,4823,19,46,1,High
7,1,0,1,2298,9,74,1,Medium
1,1,0,0,2557,45,218,0,High
0,0,0,2,4322,50,43,0,Medium
19,0,1,6,4499,59,113,0,High
1,0,1,6,1132,37,144,1,High
8,0,1,8,936,6,265,1,Medium
21,1,1,6,3382,7,155,1,High
10,0,0,2,2739,56,86,0,Medium
0,1,0,4,3902,1,245,0,High
5,0,0,1,3755,28,188,0,Medium
20,1,0,7,4137,42,62,1,High
3,1,1,0,1797,6,225,1,High
5,0,1,7,1573,29,50,0,Medium
8,0,0,1,4188,38,295,0,Medium
22,1,1,7,1005,3,72,0,High
6,1,1,3,1253,9,46,1,High
23,1,0,5,2792,6,231,1,High
13,1,0,5,2362,11,58,0,Medium
10,0,1,8,2290,36,33,1,High
8,1,1,1,2693,59,46,0,High
7,0,1,3,3156,37,270,0,High
7,1,0,0,3373,50,46,0,Medium
0,1,0,6,1411,25,238,1,High
21,1,0,3,1782,46,189,1,High
7,0,0,6,1071,56,245,1,High
13,0,1,8,3090,36,141,0,High
6,0,0,1,1211,2,194,1,Medium
1,0,0,2,4158,24,42,1,Medium
3,0,1,4,3514,26,282,0,High
16,1,1,1,2255,57,34,0,High
2,0,0,5,4632,28,148,0,Medium
3,1,0,3,1731,33,249,0,High
11,1,1,7,193,31,254,1,High
8,1,1,7,1339,23,275,0,High
23,0,1,4,1595,26,186,1,High
2,0,0,8,542,6,33,0,Low
2,1,1,8,1013,0,8,0,High
12,0,0,7,4219,29,252,0,Medium
17,1,1,1,2255,21,247,1,High
18,1,1,1,4859,44,158,0,High
9,0,0,4,3090,56,96,0,Medium
22,0,1,8,4248,42,296,0,High
7,0,1,8,4774,54,10,0,High
4,0,0,1,3206,3,140,1,Medium
4,0,1,4,3286,2,169,1,High
3,1,1,0,1582,27,233,0,High
15,0,1,7,4969,10,21,1,High
7,1,0,8,2286,40,264,1,High
5,1,1,7,4336,58,86,0,High
1,0,1,7,2159,44,206,0,High
0,1,0,5,3104,19,73,0,High
3,0,0,7,655,17,104,0,Low
22,1,0,3,3287,58,85,1,High
9,1,0,3,278,31,67,1,Medium
9,1,1,2,3153,50,290,0,High
14,1,1,0,1793,12,295,0,High
11,1,1,8,711,33,68,0,High
20,0,0,1,1862,32,208,0,Medium
0,1,0,0,3010,37,153,1,High
4,1,0,0,4015,50,30,1,High
23,1,1,8,4150,57,93,0,High
23,0,1,4,4820,20,209,0,High
18,1,1,1,2200,35,274,0,High
9,1,1,4,2313,57,220,0,High
8,1,0,6,3387,23,127,1,High
1,1,0,4,4964,55,73,1,High
22,1,0,0,3244,24,136,1,Medium
9,1,0,8,2719,16,192,0,High
16,0,0,3,1235,27,228,0,Medium
19,1,0,0,1331,37,229,0,High
17,0,1,6,4827,6,9,1,High
1,1,1,0,4100,6,26,0,High
9,0,1,2,4424,37,147,1,High
19,0,1,7,2452,36,288,0,High
11,1,1,3,1032,51,246,0,High
14,1,1,5,493,35,66,1,High
9,0,1,6,1604,15,239,1,High
17,1,1,2,1607,46,40,1,High
8,1,1,3,2640,42,256,1,High
18,1,1,4,2567,44,297,1,High
18,0,1,1,678,25,26,1,Low
19,1,1,3,3646,27,206,0,High
0,1,1,7,574,2,296,0,High
10,1,1,8,2482,16,208,0,High
9,1,0,4,168,53,94,0,Medium
5,0,1,4,559,32,45,0,Medium
2,0,1,2,1929,59,268,0,High
10,1,1,1,3459,28,219,1,High
21,0,1,2,1623,59,65,1,High
17,0,0,7,336,24,201,1,Medium
18,1,0,6,2682,16,16,0,Medium
13,0,0,2,3655,47,283,0,Medium
3,0,0,7,201,59,212,0,Medium
3,0,0,7,239,41,168,1,Medium
15,0,0,5,2035,44,292,1,High
21,1,1,4,4838,30,50,1,High
14,1,1,0,4726,58,87,1,High
16,0,1,8,4161,21,144,0,Medium
11,1,0,5,2019,60,169,0,High
16,1,1,0,2190,41,177,0,High
7,0,1,2,4862,46,255,0,High
12,1,1,8,3737,57,43,0,High
12,0,0,6,3317,17,5,0,Medium
5,1,1,1,1778,53,268,1,High
17,1,1,4,821,9,296,1,High
3,1,1,1,669,50,125,1,High
17,1,0,4,2123,51,81,0,High
1,1,1,0,2239,3,271,1,High
21,1,1,0,3949,44,29,1,High
15,0,0,2,4862,26,251,1,Medium
21,0,0,0,4590,12,55,0,Low
2,0,0,2,793,29,146,1,Low
0,0,0,2,1720,59,19,0,Medium
8,0,0,1,2405,13,140,0,Low
9,1,0,2,3287,42,110,0,Medium
20,0,0,7,719,42,169,0,Medium
12,1,0,1,358,53,57,0,Medium
10,1,1,4,2516,25,136,0,High
15,0,0,3,860,51,179,1,Medium
1,1,0,5,2078,37,200,1,High
10,1,1,6,4355,2,23,1,High
22,1,1,5,2834,52,17,1,High
6,1,1,7,4990,22,110,0,High
15,1,1,2,1922,55,22,1,High
15,1,1,5,1615,47,243,1,High
6,1,1,2,2244,34,25,1,High
4,1,1,7,1513,10,43,0,High
11,0,1,3,3981,48,170,1,High
4,1,1,3,1396,35,114,0,High
8,0,0,7,1857,6,132,0,Medium
10,0,1,5,1283,30,102,0,Medium
0,1,0,6,3767,55,142,1,High
1,0,1,4,298,29,91,0,Medium
16,0,0,5,3745,56,64,0,Medium
7,0,1,1,49,37,268,1,Medium
12,1,1,3,2677,16,124,0,High
21,0,0,4,3429,1,133,1,Medium
5,0,1,8,3427,2,107,1,High
23,1,0,1,2827,54,183,0,High
12,0,0,7,580,19,185,0,Low
5,0,0,2,151,30,104,0,Low
5,1,0,1,2187,34,119,1,High
14,0,0,7,1970,59,195,1,High
16,0,1,5,2227,27,32,0,Medium
6,0,0,0,4649,42,211,1,Medium
17,0,1,1,4954,55,76,1,High
12,0,0,8,3436,48,274,1,High
9,0,1,2,3607,42,256,0,High
16,0,1,2,4687,22,5,0,Medium
14,0,0,4,1086,60,86,1,High
19,1,0,1,3639,7,270,0,Medium
7,0,1,3,3784,15,195,0,High
0,0,0,4,3643,28,172,0,Medium
9,1,0,3,2121,21,284,0,High
2,0,0,3,3178,29,251,0,Medium
20,0,0,7,2742,11,179,0,Medium
23,0,1,6,1694,46,239,1,High
9,0,1,8,3392,28,77,1,High
10,0,0,0,2632,13,179,1,Medium
18,0,1,8,4887,33,118,0,High
19,0,1,6,693,52,46,0,Medium
7,1,0,3,591,58,166,0,Medium
5,1,1,5,2538,22,30,1,High
17,0,1,4,1840,26,19,0,Medium
14,1,0,7,3270,34,143,0,High
2,0,0,3,2320,39,266,1,High
2,0,0,2,236,41,91,0,Low
1,1,0,7,1910,19,198,1,High
9,1,0,2,3230,35,31,1,High
20,1,1,4,1463,17,171,1,High
14,0,0,3,3395,24,11,1,Medium
0,1,0,5,560,47,241,1,High
4,0,0,4,4076,10,148,1,Medium
5,1,0,7,3517,11,202,1,High
0,1,0,1,582,35,77,0,Medium
13,0,1,6,2025,9,220,1,High
8,1,1,4,492,21,290,0,Medium
1,1,1,6,1283,6,12,1,High
6,0,1,0,748,26,46,0,Low
2,1,1,8,2023,17,295,1,High
18,0,0,7,4267,30,106,1,Medium
17,0,0,2,4220,21,140,0,Low
0,1,1,0,1192,31,258,0,High
8,0,1,1,3987,50,151,0,Medium
22,1,1,6,4002,28,15,1,High
19,1,0,8,1738,43,219,0,High
2,0,1,2,1688,60,126,0,High
21,1,1,7,4248,19,120,1,High
13,1,0,7,4620,42,133,1,High
8,0,0,7,367,10,54,0,Low
13,0,1,8,1823,31,167,0,High
20,1,1,8,2899,21,75,1,High
4,1,0,7,3965,50,40,0,High
0,1,0,8,4583,29,25,0,High
7,0,1,2,1487,19,262,0,Medium
2,1,1,1,4384,22,205,0,High
13,0,1,1,2882,5,166,1,Medium
17,1,1,2,2923,60,90,1,High
20,0,1,0,3688,54,73,1,High
8,1,1,8,105,48,254,1,High
6,1,1,4,2953,44,290,0,High
2,1,0,0,2489,53,45,1,High
4,0,0,3,4202,26,68,1,Medium
9,0,1,1,1014,41,243,1,High
1,0,1,4,4667,42,196,1,High
15,1,1,6,1765,0,148,0,High
11,0,0,0,1107,59,166,0,Medium
1,1,0,3,3705,23,28,1,High
14,1,1,1,1536,36,40,0,High
5,1,1,0,565,10,149,1,Medium
17,0,1,0,2983,2,62,1,Medium
11,0,0,3,3309,29,212,1,Medium
21,0,1,5,4935,26,91,1,High
14,0,1,8,4388,28,272,1,High
23,1,0,1,2564,52,36,0,Medium
14,0,1,4,3731,48,176,0,High
1,1,1,8,1342,46,216,0,High
3,1,1,3,2216,47,126,1,High
21,0,0,8,38,55,118,0,Medium
3,1,0,4,856,19,238,1,Medium
5,0,0,1,4943,41,187,1,Medium
20,0,1,7,3762,55,119,1,High
12,0,0,5,948,31,203,1,Medium
0,0,1,7,970,39,27,0,Medium
8,0,0,6,1929,54,43,1,High
14,0,0,1,1547,42,67,1,Medium
2,1,0,7,2630,4,52,1,High
10,1,0,6,1312,4,51,0,Medium
11,1,0,2,3015,15,190,1,Medium
9,1,1,6,4328,19,189,0,High
17,1,0,6,1544,56,50,1,High
4,1,1,4,3331,5,99,0,High
22,1,0,0,19,0,32,0,Low
11,1,1,7,3754,20,248,0,High
14,1,1,1,3450,32,166,1,High
0,1,1,8,3217,35,14,0,High
22,1,1,5,1437,43,156,0,High
3,1,0,6,4585,15,226,0,High
2,0,1,8,3450,31,129,1,High
7,0,0,6,3773,38,183,0,High
18,1,1,3,2598,7,62,1,High
1,0,1,4,1060,56,191,1,High
22,1,1,0,1613,21,107,0,Medium
20,0,0,7,3781,4,20,0,Medium
17,1,1,7,280,41,177,0,High
10,0,0,6,4952,40,227,0,High
18,0,0,3,3515,54,65,0,Medium
1,1,0,0,1744,30,66,1,Medium
5,1,0,1,2806,54,283,1,High
15,1,0,2,1680,35,169,1,High
5,0,1,0,4719,21,117,1,Medium
8,1,0,1,2158,22,296,0,Medium
20,0,0,4,1643,10,89,1,Medium
2,1,0,2,4551,26,277,0,Medium
18,0,0,1,2523,39,171,1,Medium
8,0,1,8,71,24,133,1,Medium
3,1,1,0,1749,25,21,0,High
23,0,1,1,1491,32,128,0,Medium
2,1,0,2,3587,52,256,1,High
19,1,0,1,1376,48,203,0,High
18,0,1,1,61,43,151,0,Medium
18,1,0,7,391,28,242,1,Medium
9,1,1,7,4758,17,188,0,High
12,0,1,3,1137,56,293,1,High
17,1,1,5,4534,49,171,1,High
17,1,0,3,2434,30,112,1,High
7,0,1,5,733,9,160,0,Medium
5,1,1,0,1127,21,186,0,High
19,1,1,4,1767,23,235,0,High
23,0,1,8,4829,34,279,1,High
19,1,0,1,125,40,226,0,Medium
21,0,0,2,4097,21,247,0,Medium
10,1,0,3,2460,49,134,0,High
10,1,1,2,2273,16,65,1,High
9,0,1,0,3517,19,117,1,Medium
16,0,1,4,1101,25,6,1,High
22,0,0,4,2411,49,31,0,Medium
4,0,1,4,4151,45,8,0,High
8,1,1,8,2574,35,9,0,High
20,1,0,2,60,42,278,1,Medium
12,0,1,7,3492,7,61,1,High
0,1,1,3,1400,51,38,0,High
22,1,0,1,1224,6,261,1,Medium
23,0,0,3,1117,20,64,0,Medium
5,0,1,5,3436,51,187,0,High
9,1,1,2,2299,35,219,0,High
12,0,1,2,2688,44,281,0,High
10,0,1,1,2851,13,280,1,Medium
3,1,1,0,4088,12,255,1,High
13,1,1,8,1897,3,153,1,High
14,0,1,2,261,22,212,0,Low
9,1,1,3,4760,24,194,0,High
8,0,1,3,406,8,267,0,Medium
23,1,1,2,1327,2,192,0,High
7,0,0,0,461,57,74,0,Low
22,1,0,4,568,22,165,0,Medium
21,0,1,3,2261,11,166,0,Medium
0,1,1,0,1163,13,147,1,High
13,1,0,4,825,5,291,1,Medium
15,1,1,6,1132,29,58,0,High
10,1,1,5,3189,1,194,0,High
20,1,0,1,1898,57,12,1,High
10,1,0,1,1084,49,243,1,High
22,1,0,7,367,54,262,0,Medium
10,1,0,5,250,31,160,1,Medium
7,0,0,2,2553,25,61,0,Low
11,0,0,8,1188,55,165,0,Medium
4,1,0,8,1621,54,56,1,High
10,1,1,3,3545,35,195,1,High
8,0,1,0,428,23,77,0,Low
15,1,0,1,4641,7,110,0,Medium
20,0,0,8,1717,16,29,0,Medium
2,0,1,6,4268,0,150,0,High
6,1,0,0,2014,37,201,1,High
21,0,1,8,3511,57,46,0,High
3,0,1,3,2190,22,14,1,High
11,0,0,3,2931,29,212,1,Medium
9,1,1,1,1753,32,225,0,High
0,0,0,0,221,24,159,1,Low
15,1,0,3,4572,24,292,0,High
4,1,1,2,1231,29,50,1,High
18,0,0,2,3812,59,276,0,Medium
0,0,0,4,1570,28,79,1,Medium
23,0,1,5,2864,34,248,0,High
7,0,0,8,3672,55,300,1,High
9,0,0,6,3200,27,300,1,Medium
15,0,0,8,966,59,197,0,Medium
2,0,1,1,712,29,64,1,Medium
0,1,1,7,268,47,270,1,High
17,0,1,2,1685,45,277,0,High
2,1,0,2,2473,27,143,1,Medium
21,0,1,7,2250,17,19,1,High
0,1,0,4,3086,22,292,0,High
1,1,1,0,3320,35,267,0,High
12,0,0,2,470,35,159,1,Low
14,1,1,5,360,53,150,1,High
3,0,0,0,2379,21,29,1,Medium
17,1,0,3,750,33,194,0,Medium
12,1,0,6,1328,49,71,0,High
11,0,0,1,2155,33,46,1,Medium
9,0,1,3,4256,0,83,1,High
23,0,0,6,3022,9,177,1,Medium
23,0,1,7,2862,60,35,0,High
17,1,1,2,4266,1,108,0,Medium
13,0,1,4,2214,10,291,0,High
18,1,0,0,209,27,56,0,Low
23,1,1,1,3439,53,246,1,High
18,0,0,7,1412,24,75,1,Medium
4,1,0,8,3170,43,271,0,High
16,1,1,4,410,13,263,1,High
19,0,0,6,1692,45,172,0,Medium
5,1,0,3,2731,7,297,0,High
9,0,0,7,2523,38,64,0,Medium
14,1,1,4,842,1,169,1,Medium
14,1,1,1,4119,48,103,0,High
4,1,1,7,619,58,249,0,High
14,1,0,0,3749,41,261,0,High
3,1,1,0,4073,15,39,0,High
13,1,0,4,1256,27,257,1,High
6,0,0,1,4186,39,169,0,Medium
9,1,1,5,2663,6,109,1,High
9,1,1,2,3655,35,171,1,High
10,0,1,6,3091,18,54,1,High
5,1,0,2,1505,47,283,0,High
10,1,1,3,3343,22,231,0,High
7,1,0,6,1708,11,9,0,Medium
19,1,1,2,47,28,141,1,Medium
14,0,1,8,2898,10,165,1,High
9,1,0,6,4571,8,262,0,High
7,1,0,7,2121,12,69,0,Medium
13,1,0,4,2766,0,135,0,Medium
8,0,1,7,3125,14,107,0,Medium
14,1,1,5,2899,13,153,1,High
20,0,0,2,672,9,96,0,Low
22,1,1,2,136,43,177,1,Medium
17,0,0,8,3015,28,276,0,Medium
3,0,0,7,4860,44,184,0,High
15,0,1,3,4698,5,188,1,High
21,0,0,7,1251,7,182,1,Medium
9,1,1,0,1090,8,26,0,Medium
6,0,1,8,4906,24,123,1,High
8,1,0,4,4321,40,133,1,High
9,1,1,6,3984,20,42,1,High
21,0,0,2,80,10,254,0,Low
21,0,0,2,469,21,49,1,Low
13,1,0,5,3243,51,225,0,High
15,0,1,5,2113,26,120,1,High
10,1,0,6,2147,13,183,0,High
19,1,1,7,3543,28,238,0,High
6,1,1,1,4427,23,34,1,High
17,1,0,8,199,56,296,1,High
3,0,0,2,1145,58,73,1,Medium
20,0,0,0,4013,55,144,1,Medium
11,0,0,1,286,28,12,0,Low
6,0,0,3,1011,40,95,0,Medium
8,0,1,0,2886,38,108,0,Medium
5,0,1,3,745,8,136,1,Medium
13,1,0,2,1384,7,55,0,Medium
16,0,0,1,1428,19,54,1,Medium
18,0,0,0,4506,57,284,1,Medium
11,0,0,4,2406,52,211,1,High
2,0,0,2,4321,40,87,0,Medium
14,0,1,7,2149,24,173,1,High
14,1,1,8,472,5,237,1,High
20,0,1,0,3657,14,262,1,Medium
5,0,1,8,577,37,279,0,Medium
16,0,0,5,4924,26,8,1,Medium
10,0,0,7,4887,14,112,1,Medium
5,0,1,5,1007,60,151,0,High
7,1,0,7,350,50,51,1,Medium
14,0,0,8,1228,20,117,0,Medium
12,1,0,4,4909,41,60,0,High
17,1,1,4,111,30,71,0,Medium
18,1,0,4,3081,44,204,0,High
5,1,0,3,2470,31,140,1,High
10,1,0,1,4206,51,51,1,High
7,0,0,6,2102,23,82,0,Medium
22,0,0,8,3884,4,164,1,Medium
10,1,1,6,1226,33,27,1,High
6,1,0,2,2130,4,224,0,Medium
11,1,0,8,2723,2,101,0,Medium
9,1,0,3,426,9,239,1,Medium
1,1,1,0,673,35,198,0,High
23,0,0,1,4837,9,136,0,Low
5,1,1,5,1033,13,52,0,High
12,0,1,2,3783,8,134,1,Medium
12,0,0,1,546,37,288,1,Medium
2,0,1,5,4255,0,168,1,High
7,1,1,6,2908,12,140,0,High
8,0,0,7,897,22,39,0,Low
23,0,1,5,454,41,242,1,High
6,0,0,5,3398,32,259,0,High
3,0,1,5,1327,9,193,0,High
2,0,1,7,378,1,68,0,Medium
4,0,1,8,2029,22,60,1,High
16,0,0,8,1289,18,156,0,Medium
0,0,0,2,650,7,244,1,Low
9,1,0,5,842,46,17,0,Medium
6,1,1,6,2817,38,227,0,High
1,1,0,5,3345,25,31,0,High
9,1,0,4,4109,27,22,1,High
6,1,1,4,2295,15,286,0,High
